id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
4523	The Milagro Beanfield War	0095638	Un lugar llamado Milagro	http://ia.media-imdb.com/images/M/MV5BMTk0NDQ1NTkxOF5BMl5BanBnXkFtZTcwMTIzNTgyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	milagro_beanfield_war	5.9	27	16	11	59	5.9	6	3	3	50	3.6	855	72	http://content7.flixster.com/movie/26/74/267493_det.jpg
4524	Moon Over Parador	0095654	Presidente por accidente	http://ia.media-imdb.com/images/M/MV5BMjA3ODQ2MjI4Ml5BMl5BanBnXkFtZTcwNzY2MzYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	moon_over_parador	4.8	12	5	7	41	0	1	0	1	0	2.9	529	39	http://content6.flixster.com/movie/26/12/261208_det.jpg
4525	Moving	0095662	Nos mudamos	http://ia.media-imdb.com/images/M/MV5BMTc2NTAyNDI1OF5BMl5BanBnXkFtZTcwODYyNjgxMQ@@._V1._SX77_SY140_.jpg	1988	1014316-moving	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/24/53/52/2453526_det.jpg
4526	My Stepmother Is an Alien	0095687	Mi novia es una extraterrestre	http://ia.media-imdb.com/images/M/MV5BMTM5OTI0MzM5Nl5BMl5BanBnXkFtZTcwOTcwMjcyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1988	my_stepmother_is_an_alien	3.6	15	2	13	13	0	1	0	1	0	2.5	3796	32	http://content7.flixster.com/movie/10/95/40/10954029_det.jpg
4527	A Night in the Life of Jimmy Reardon	0095736	Una noche en la vida de Jimmy Reardon	http://ia.media-imdb.com/images/M/MV5BMTUwMzQ0NDYxN15BMl5BanBnXkFtZTcwNTE1OTMyMQ@@._V1._SY314_CR7,0,214,314_.jpg	1988	night_in_the_life_of_jimmy_reardon	4.8	5	2	3	40	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/87/89/10878965_det.jpg
4528	Off Limits	0095774	Saigón	http://ia.media-imdb.com/images/M/MV5BMTUyNjIwNzk4OV5BMl5BanBnXkFtZTcwMDg2MTYyMQ@@._V1._SY290_CR1,0,214,290_.jpg	1988	off_limits	4.9	8	4	4	50	0	1	0	1	0	3	458	31	http://content8.flixster.com/movie/27/91/279106_det.jpg
4529	Out of Rosenheim	0095801	Bagdad Cafe	http://ia.media-imdb.com/images/M/MV5BMTg0MzMyNDY5OF5BMl5BanBnXkFtZTcwNzM4OTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1987	bagdad_cafe	6.7	16	14	2	87	0	2	1	1	50	4	2378	88	http://content6.flixster.com/movie/25/67/256708_det.jpg
4530	Permanent Record	0095853	Recuerdo permanente	http://ia.media-imdb.com/images/M/MV5BODIxMTYyMDA5Nl5BMl5BanBnXkFtZTcwOTk0NzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	permanent_record	6.7	8	6	2	75	0	1	1	0	100	3.4	779	65	http://content6.flixster.com/movie/10/90/46/10904672_det.jpg
4531	Red Heat	0095963	Danko: Calor rojo	http://ia.media-imdb.com/images/M/MV5BMTIwMDg4OTY5MV5BMl5BanBnXkFtZTcwNTk0MTcyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1988	1017328-red_heat	5.3	15	8	7	53	0	1	1	0	100	2.7	4602	38	http://content9.flixster.com/movie/10/88/47/10884739_det.jpg
4532	Return of the Living Dead Part II	0095990	Return of the Living Dead Part II	http://ia.media-imdb.com/images/M/MV5BMTMyNTY2NTc5N15BMl5BanBnXkFtZTYwMTU0OTg5._V1._SX214_CR0,0,214,314_.jpg	1988	return_of_the_living_dead_2	3.3	13	0	13	0	0	1	0	1	0	2.9	4031	47	http://content8.flixster.com/movie/55/37/50/5537506_det.jpg
4533	The Return of the Living Dead	0089907	The Return of the Living Dead	http://ia.media-imdb.com/images/M/MV5BNTc5Nzk0NDUyMV5BMl5BanBnXkFtZTcwMTEwOTI1MQ@@._V1._SY314_CR50,0,214,314_.jpg	1985	return_of_the_living_dead	7	26	23	3	88	0	1	1	0	100	3.3	10213	71	http://content6.flixster.com/movie/26/87/268716_det.jpg
4534	The Man from Snowy River II	0095993	The Man from Snowy River II	http://ia.media-imdb.com/images/M/MV5BMTQ0NzY5MjQwNl5BMl5BanBnXkFtZTcwNzMxNjkxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1988	suitors	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/96/92/10969228_det.jpg
4535	The Man from Snowy River	0084296	El hombre del río nevado	http://ia.media-imdb.com/images/M/MV5BMjEyMTc5ODQ1NF5BMl5BanBnXkFtZTcwODcxNTYxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1982	man_from_snowy_river	6.5	10	8	2	80	0	1	0	1	0	3.7	3791	85	http://content8.flixster.com/movie/11/13/37/11133714_det.jpg
4536	Rocket Gibraltar	0096003	El cohete de Gibraltar	http://ia.media-imdb.com/images/M/MV5BMTU3MjE4NDMwM15BMl5BanBnXkFtZTcwMDA5NDIyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1988	rocket_gibraltar	0	2	1	1	50	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/26/12/261221_det.jpg
4537	Running on Empty	0096018	Un lugar en ninguna parte	http://ia.media-imdb.com/images/M/MV5BMTkxMDY4NDkyOV5BMl5BanBnXkFtZTcwMzMyNDkxMQ@@._V1._SY314_CR1,0,214,314_.jpg	1988	running_on_empty	6.9	11	9	2	81	0	2	1	1	50	3.8	1817	84	http://content7.flixster.com/movie/26/15/261525_det.jpg
4538	Salome's Last Dance	0096029	Salome's Last Dance	http://ia.media-imdb.com/images/M/MV5BMTgzNDU0NzM4M15BMl5BanBnXkFtZTcwMTg2MTYyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1988	salomes_last_dance	5.8	6	3	3	50	0	1	0	1	0	3.9	233	81	http://content9.flixster.com/movie/86/23/15/8623151_det.jpg
4539	Salsa	0229694	¡Salsa!	http://ia.media-imdb.com/images/M/MV5BMTMwOTUxMDE4MF5BMl5BanBnXkFtZTcwNDM3ODkxMQ@@._V1._SY314_CR3,0,214,314_.jpg	2000	salsa-2000	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/51/30/93/5130933_det.jpg
4540	Satisfaction	1129029	Satisfaction	http://ia.media-imdb.com/images/M/MV5BMTkyNzY3MjgzMV5BMl5BanBnXkFyZXN1bWU@._V1._SY44_CR1,0,32,44_.jpg	2007		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
4541	The Serpent and the Rainbow	0096071	La serpiente y el arco iris	http://ia.media-imdb.com/images/M/MV5BMTc4ODkxMjk5OV5BMl5BanBnXkFtZTcwNTY5MDEzMQ@@._V1._SY314_CR2,0,214,314_.jpg	1988	the-rainbow-the-widowing-of-mrs-holroyd	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/85/15/10851584_det.jpg
4542	Shakedown	0096087	Blue Jean Cop	http://ia.media-imdb.com/images/M/MV5BMTUxOTQxNDE5Nl5BMl5BanBnXkFtZTcwNDExMTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	1018704-shakedown	0	1	1	0	100	0	1	1	0	100	2.9	382	32	http://content6.flixster.com/movie/28/31/283120_det.jpg
4543	Shoot to Kill	0096098	Dispara a matar	http://ia.media-imdb.com/images/M/MV5BMTgwNDgyMTc0N15BMl5BanBnXkFtZTcwMjAyMjUyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	1018880-shoot_to_kill	7.1	11	11	0	100	0	1	1	0	100	3.2	950	57	http://content6.flixster.com/movie/10/88/55/10885520_det.jpg
4544	Short Circuit	0091949	Cortocircuito	http://ia.media-imdb.com/images/M/MV5BMTM3NzIwNjE4OV5BMl5BanBnXkFtZTcwNjk0MTUxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1986	1018891-short_circuit	4.8	20	10	10	50	0	1	0	1	0	3.2	12589	66	http://content6.flixster.com/movie/26/51/265100_det.jpg
4545	Short Circuit	0091949	Cortocircuito	http://ia.media-imdb.com/images/M/MV5BMTM3NzIwNjE4OV5BMl5BanBnXkFtZTcwNjk0MTUxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1986	1018891-short_circuit	4.8	20	10	10	50	0	1	0	1	0	3.2	12589	66	http://content6.flixster.com/movie/26/51/265100_det.jpg
4546	Spoorloos	0096163	Desaparecida	http://ia.media-imdb.com/images/M/MV5BMTk3ODk5OTEwN15BMl5BanBnXkFtZTYwMzAwNzU5._V1._SY314_CR7,0,214,314_.jpg	1988	1036630-vanishing	8.4	33	33	0	100	0	4	4	0	100	4	2421	87	http://content8.flixster.com/movie/31/11/311198_det.jpg
4547	Stormy Monday	0096180	Lunes tormentoso	http://ia.media-imdb.com/images/M/MV5BMzg1MDYxODM1N15BMl5BanBnXkFtZTcwMDI1MTUxMQ@@._V1._SY314_CR0,0,214,314_.jpg	1988	stormy_monday	6.6	9	8	1	88	0	1	1	0	100	3.1	420	41	http://content9.flixster.com/movie/10/88/73/10887327_det.jpg
4548	Before Sunset	0381681	Antes del atardecer	http://ia.media-imdb.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1._SX214_CR0,0,214,314_.jpg	2004	before_sunset	8.3	158	150	8	94	8.4	39	38	1	97	4	20750	90	http://content8.flixster.com/movie/59/94/32/5994322_det.jpg
4549	Sweet Hearts Dance	0096200	Los enredos de la vida	http://ia.media-imdb.com/images/M/MV5BMTI1MTgxMDMxM15BMl5BanBnXkFtZTcwODc2NzgxMQ@@._V1._SY314_CR0,0,214,314_.jpg	1988	sweet_hearts_dance	5.5	10	5	5	50	0	1	0	1	0	3.2	431	45	http://content7.flixster.com/movie/27/92/279293_det.jpg
4550	Switching Channels	0096203	Interferencias	http://ia.media-imdb.com/images/M/MV5BMjA4NTEwMTAxMl5BMl5BanBnXkFtZTcwOTY4MjcxMQ@@._V1._SX77_SY140_.jpg	1988	switching_channels	5.3	9	5	4	55	0	1	1	0	100	2.9	314	31	http://content7.flixster.com/movie/41/82/79/4182797_det.jpg
4551	The Telephone	0096241	The Telephone	http://ia.media-imdb.com/images/M/MV5BODc5NDUxNzU1MF5BMl5BanBnXkFtZTYwNzE3MDk5._V1._SX214_CR0,0,214,314_.jpg	1988	telephone	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/63/89/82/6389825_det.jpg
4552	Tetsuo	0096251	Tetsuo	http://ia.media-imdb.com/images/M/MV5BMTg0MDgxMTgwMl5BMl5BanBnXkFtZTcwMjUwNjQzMQ@@._V1._SY314_CR7,0,214,314_.jpg	1989	tetsuo-the-ironman	7.2	12	9	3	75	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/89/35/10893582_det.jpg
4553	They Live	0096256	Están vivos	http://ia.media-imdb.com/images/M/MV5BMjA3MDk1MzcxN15BMl5BanBnXkFtZTcwMTYzNDIyMQ@@._V1._SY314_CR12,0,214,314_.jpg	1988	they_live	7	33	29	4	87	0	4	2	2	50	3.5	7637	77	http://content8.flixster.com/movie/28/06/280698_det.jpg
4554	To Kill a Priest	0096280	Conspiración para matar a un cura	http://ia.media-imdb.com/images/M/MV5BMTkwMjMyNTMxNl5BMl5BanBnXkFtZTcwMTQzMzEyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1988	to_kill_a_priest	0	4	3	1	75	0	1	0	1	0	3.5	191	68	http://content9.flixster.com/movie/11/12/75/11127503_det.jpg
4555	Torch Song Trilogy	0096289	Trilogía de Nueva York	http://ia.media-imdb.com/images/M/MV5BMTI2MzY5MTU2Ml5BMl5BanBnXkFtZTcwNTg0NjUyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1988	torch_song_trilogy	6.1	13	7	6	53	0	2	2	0	100	4	1240	89	http://content8.flixster.com/movie/10/92/90/10929066_det.jpg
4556	Track 29	0096294	Track 29	http://ia.media-imdb.com/images/M/MV5BMjE4MzcyMzUzN15BMl5BanBnXkFtZTcwMDQ4MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1988	track_29	6.4	6	4	2	66	0	2	1	1	50	3.2	444	49	http://content6.flixster.com/movie/10/87/17/10871772_det.jpg
4557	Tucker: The Man and His Dream	0096316	Tucker, el hombre y su sueño	http://ia.media-imdb.com/images/M/MV5BMzYyMzE0NDIwMV5BMl5BanBnXkFtZTcwMzUwMTcxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1988	tucker_the_man_and_his_dream	7.2	35	30	5	85	6.8	7	5	2	71	3.2	1497	58	http://content7.flixster.com/movie/25/57/255709_det.jpg
4558	Twins	0096320	Los gemelos golpean dos veces	http://ia.media-imdb.com/images/M/MV5BMTgwNzYwNTQ0OF5BMl5BanBnXkFtZTcwMzk1ODcxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1988	1022191-twins	4.7	27	9	18	33	0	4	3	1	75	2.7	10066	41	http://content6.flixster.com/movie/10/88/47/10884784_det.jpg
4559	Vice Versa	0096380	Vice Versa	http://ia.media-imdb.com/images/M/MV5BMTYxMjcyMjMyMV5BMl5BanBnXkFtZTcwNDgzNDUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1988	1022570-vice_versa	5	13	6	7	46	0	1	1	0	100	2.8	1418	40	http://content8.flixster.com/movie/59/54/54/5954546_det.jpg
4560	The Watcher	0204626	Juego asesino	http://ia.media-imdb.com/images/M/MV5BMTQ2NTAwOTg1MF5BMl5BanBnXkFtZTcwNzU0MjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg	2000	watcher	3.4	87	9	78	10	3.3	25	2	23	8	2.7	3820	36	http://content7.flixster.com/movie/27/40/274005_det.jpg
4561	Waxwork	0096426	Waxwork: Museo de cera	http://ia.media-imdb.com/images/M/MV5BMTI5MDAxMTg3MV5BMl5BanBnXkFtZTcwOTk2NzgyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1988	waxwork	4.7	9	5	4	55	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/17/87/69/1787697_det.jpg
4562	Without a Clue	0096454	Sin pistas	http://ia.media-imdb.com/images/M/MV5BMjEyMTEwNDM5N15BMl5BanBnXkFtZTcwMTA2OTQyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1988	without_a_clue	5.2	9	5	4	55	0	1	0	1	0	3.4	1126	68	http://content7.flixster.com/movie/25/76/257621_det.jpg
4563	Young Einstein	0096486	El jovencito Einstein	http://ia.media-imdb.com/images/M/MV5BMjA0MDkxNDUxMV5BMl5BanBnXkFtZTcwNTQ0NDcyMQ@@._V1._SY314_CR21,0,214,314_.jpg	1988	young_einstein	3	17	3	14	17	0	1	0	1	0	2.6	1565	44	http://content9.flixster.com/movie/10/91/91/10919175_det.jpg
4564	The First $20 Million Is Always the Hardest	0280674	The First $20 Million Is Always the Hardest	http://ia.media-imdb.com/images/M/MV5BMTczMjg4MTAxNl5BMl5BanBnXkFtZTYwMjM0OTc5._V1._SX214_CR0,0,214,314_.jpg	2002	first_20_million_is_always_the_hardest	2.4	9	1	8	11	0	2	0	2	0	3.2	483	50	http://content6.flixster.com/movie/26/67/266724_det.jpg
4565	American Ninja	0088708	El guerrero americano	http://ia.media-imdb.com/images/M/MV5BNzM2NzMzMzQ1Ml5BMl5BanBnXkFtZTcwMzMzMjYxMQ@@._V1._SY314_CR0,0,214,314_.jpg	1985	american_ninja	2.6	5	0	5	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/27/38/273813_det.jpg
4566	American Ninja 2: The Confrontation	0092548	El guerrero americano II	http://ia.media-imdb.com/images/M/MV5BMTQ3MDI5OTg4Nl5BMl5BanBnXkFtZTcwMzgxNDMyMQ@@._V1._SX77_SY140_.jpg	1987	american_ninja_2_the_confrontation	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/92/83/10928366_det.jpg
4567	American Ninja 3: Blood Hunt	0096804	El guerrero americano III	http://ia.media-imdb.com/images/M/MV5BMTU3NjEzNDU0Ml5BMl5BanBnXkFtZTcwMTcwNTMyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	american-ninja-3-blood-hunt	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/56/49/11/5649115_det.jpg
4568	Best of the Best	0096913	Campeón de campeones	http://ia.media-imdb.com/images/M/MV5BODQxODgyNjE1OV5BMl5BanBnXkFtZTcwNjQyNDc0MQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	1002142-best_of_the_best	0	4	2	2	50	0	1	0	1	0	3.2	4991	62	http://content8.flixster.com/movie/31/03/40/3103406_det.jpg
4569	Best of the Best 2	0106393	Campeón de campeones 2	http://ia.media-imdb.com/images/M/MV5BMTg0MjExODk4MV5BMl5BanBnXkFtZTcwMzc4MDE0MQ@@._V1._SY314_CR7,0,214,314_.jpg	1993	best_of_the_best_2	3	9	1	8	11	0	1	0	1	0	2.9	1415	46	http://content6.flixster.com/movie/31/03/40/3103408_det.jpg
4570	Movie Critters' Big Picture	0382186	Movie Critters' Big Picture	http://ia.media-imdb.com/images/M/MV5BMTc2OTAxODE2M15BMl5BanBnXkFtZTcwNDU5MTQyMQ@@._V1._SX98_SY144_.jpg	2003		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
4571	Bill & Ted's Excellent Adventure	0096928	Las alucinantes aventuras de Bill y Ted	http://ia.media-imdb.com/images/M/MV5BMTc1OTkyNzQzNF5BMl5BanBnXkFtZTcwMDM5OTgyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	bill_and_teds_excellent_adventure	6.3	32	26	6	81	0	3	1	2	33	3.3	30577	70	http://content6.flixster.com/movie/10/88/19/10881968_det.jpg
4572	Black Rain	0096933	Black Rain	http://ia.media-imdb.com/images/M/MV5BMTg4MTEwNjYzNF5BMl5BanBnXkFtZTcwNDk4OTUzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	1002512-black_rain	5.4	21	12	9	57	0	1	0	1	0	0	0	0	http://content7.flixster.com/movie/20/77/72/2077725_det.jpg
4573	Blaze	0096943	El escándalo Blaze	http://ia.media-imdb.com/images/M/MV5BMjE2MDI2ODYxNF5BMl5BanBnXkFtZTcwMDI4NjUyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	blaze	6.3	10	8	2	80	0	1	1	0	100	2.9	402	40	http://content7.flixster.com/movie/10/89/14/10891433_det.jpg
4574	Blind Fury	0096945	Furia ciega	http://ia.media-imdb.com/images/M/MV5BMTY2MjEzNzA5M15BMl5BanBnXkFtZTcwNzYzNjcyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	blind_fury	4.8	10	6	4	60	0	1	0	1	0	3.1	1813	52	http://content6.flixster.com/movie/27/47/274720_det.jpg
4575	The Hunting Party	0455782	La sombra del cazador	http://ia.media-imdb.com/images/M/MV5BNTQ0OTA5NzgxMV5BMl5BanBnXkFtZTcwODc4OTM1MQ@@._V1._SX214_CR0,0,214,314_.jpg	2007	1183674-hunting_party	6	89	47	42	52	5.8	26	12	14	46	3.4	13820	67	http://content7.flixster.com/movie/95/64/82/9564825_det.jpg
4576	C.H.U.D. II - Bud the Chud	0097001	C.H.U.D. II - Bud the Chud	http://ia.media-imdb.com/images/M/MV5BMTY3Mzc5NTE4Nl5BMl5BanBnXkFtZTcwMDE4NjkxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	chud_2	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/91/74/10917490_det.jpg
4577	Casualties of War	0097027	Corazones de hierro	http://ia.media-imdb.com/images/M/MV5BMTM3Mjg2OTQ2OV5BMl5BanBnXkFtZTcwOTMwODIyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	casualties_of_war	7.2	30	25	5	83	0	2	1	1	50	3.4	4154	70	http://content6.flixster.com/movie/10/90/66/10906684_det.jpg
4578	Chances Are	0097044	El cielo se equivocó	http://ia.media-imdb.com/images/M/MV5BMjE0NjQ1MjA4MF5BMl5BanBnXkFtZTcwNDc5NDIyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	chances_are	5.6	25	15	10	60	4.6	6	2	4	33	3.4	2184	66	http://content6.flixster.com/movie/25/71/257108_det.jpg
4579	Cookie's Fortune	0126250	Cookie's Fortune	http://ia.media-imdb.com/images/M/MV5BNDY0MDU3MTAwMl5BMl5BanBnXkFtZTcwMTY5MDEyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1999		7.5	55	47	8	85	7.4	12	11	1	91	3.2	1364	57	http://content7.flixster.com/movie/26/33/263325_det.jpg
4580	Cyborg	0097138	Cyborg	http://ia.media-imdb.com/images/M/MV5BMTc5NjQ5Mzk5NV5BMl5BanBnXkFtZTcwNzczOTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	cyborg	2.9	14	2	12	14	0	3	0	3	0	2.5	3775	35	http://content6.flixster.com/movie/27/42/274212_det.jpg
4581	Getting Even with Dad	0109891	Mano a mano con papá	http://ia.media-imdb.com/images/M/MV5BMjAyNzYyOTMxOV5BMl5BanBnXkFtZTcwODA1ODQyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	getting_even_with_dad	3.3	12	1	11	8	0	3	0	3	0	2.4	2200	29	http://content7.flixster.com/movie/10/92/22/10922209_det.jpg
4582	Dead Bang	0097166	Tiro mortal	http://ia.media-imdb.com/images/M/MV5BMTkwODI2NDczMl5BMl5BanBnXkFtZTcwMjI2OTAzMQ@@._V1._SY314_CR1,0,214,314_.jpg	1989	dead_bang	4.4	10	3	7	30	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/28/03/280300_det.jpg
4583	Disorganized Crime	0097211	Disorganized Crime	http://ia.media-imdb.com/images/M/MV5BMTQwODA3Njk2Nl5BMl5BanBnXkFtZTcwMTQxNzUyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1989	disorganized_crime	5.3	6	3	3	50	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/88/47/10884738_det.jpg
4584	Dream a Little Dream	0097236	Una chica de ensueño	http://ia.media-imdb.com/images/M/MV5BMTc1OTk0MTY5OF5BMl5BanBnXkFtZTcwMjU4MzQyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1989	dream_a_little_dream	3	9	0	9	0	0	3	0	3	0	3.3	2148	67	http://content6.flixster.com/movie/10/92/30/10923008_det.jpg
4585	The Dream Team	0097235	Una pandilla de lunáticos	http://ia.media-imdb.com/images/M/MV5BMTg4NjAyMTQxM15BMl5BanBnXkFtZTcwNzU4MjYxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1989	1006287-dream_team	5.2	13	7	6	53	0	1	0	1	0	3.1	1533	60	http://content6.flixster.com/movie/10/84/05/10840560_det.jpg
4586	A Dry White Season	0097243	Una árida estación blanca	http://ia.media-imdb.com/images/M/MV5BMTU4NzI4NzMzNV5BMl5BanBnXkFtZTcwOTg2MzEzMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	dry_white_season	6.4	11	10	1	90	0	1	1	0	100	0	0	0	http://content9.flixster.com/movie/26/84/268419_det.jpg
4587	Earth Girls Are Easy	0097257	Las chicas de la Tierra son fáciles	http://ia.media-imdb.com/images/M/MV5BMjA5NzM0ODA3OF5BMl5BanBnXkFtZTcwMTA0NjY0MQ@@._V1._SY314_CR10,0,214,314_.jpg	1988	earth_girls_are_easy	5.5	32	20	12	62	6.8	7	6	1	85	2.6	5342	40	http://content9.flixster.com/movie/26/62/266219_det.jpg
4588	Eddie and the Cruisers II: Eddie Lives!	0097262	Eddie and the Cruisers II: Eddie Lives!	http://ia.media-imdb.com/images/M/MV5BOTc5MzQzMDE0Ml5BMl5BanBnXkFtZTcwNjM1Nzg0MQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	eddie_and_the_cruisers_2_eddie_lives	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/25/74/52/2574524_det.jpg
4589	Eddie and the Cruisers	0085475	Eddie and the Cruisers	http://ia.media-imdb.com/images/M/MV5BMTI0OTI0MDM4Nl5BMl5BanBnXkFtZTYwMjgxNTg5._V1._SX214_CR0,0,214,314_.jpg	1983	eddie_and_the_cruisers	5.6	8	3	5	37	0	1	0	1	0	3.5	2405	71	http://content9.flixster.com/movie/25/59/255919_det.jpg
4590	Enemies: A Love Story	0097276	Enemigos: A Love Story	http://ia.media-imdb.com/images/M/MV5BMTk5NzE2MDEzMF5BMl5BanBnXkFtZTcwOTM4NDIyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1989		6.8	11	10	1	90	0	1	1	0	100	3.2	346	51	http://content9.flixster.com/movie/28/24/282423_det.jpg
4591	Erik the Viking	0097289	Erik the Viking	http://ia.media-imdb.com/images/M/MV5BMTUwOTIzNzAwOV5BMl5BanBnXkFtZTYwNDg3Mjg5._V1._SX214_CR0,0,214,314_.jpg	1989	1006690-erik_the_viking	4	10	3	7	30	0	1	0	1	0	3.2	1894	59	http://content7.flixster.com/movie/10/89/82/10898297_det.jpg
4592	The Experts	0097314	The Experts	http://ia.media-imdb.com/images/M/MV5BMTk0OTQ0Mjg1NV5BMl5BanBnXkFtZTYwMDA0NTg5._V1._SX214_CR0,0,214,314_.jpg	1989	experts	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/83/97/10839773_det.jpg
4593	Family Business	0097328	Negocios de familia	http://ia.media-imdb.com/images/M/MV5BMTgyODc4MjE3MF5BMl5BanBnXkFtZTcwMTMzMDIyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1989	family_business	5.1	15	6	9	40	0	1	1	0	100	2.8	1601	28	http://content6.flixster.com/movie/27/65/276512_det.jpg
4594	Farewell to the King	0097334	Adiós al rey	http://ia.media-imdb.com/images/M/MV5BMTQ4NjkwNzcyMV5BMl5BanBnXkFtZTcwNjk1OTIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1989	farewell_to_the_king	5.5	11	6	5	54	0	1	1	0	100	3.2	415	53	http://content7.flixster.com/movie/10/90/60/10906001_det.jpg
4595	Fat Man and Little Boy	0097336	Creadores de sombras	http://ia.media-imdb.com/images/M/MV5BNDQ3ODgyNzkzMV5BMl5BanBnXkFtZTcwODk0MTUyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	fat_man_and_little_boy	5.2	17	9	8	52	0	3	1	2	33	3.1	908	44	http://content7.flixster.com/movie/10/91/68/10916849_det.jpg
4596	The Girl in a Swing	0097435	The Girl in a Swing	http://ia.media-imdb.com/images/M/MV5BMTA3Nzg5NzQ3ODJeQTJeQWpwZ15BbWU3MDEyNDEwMjE@._V1._SX214_CR0,0,214,314_.jpg	1988	girl_in_a_swing	0	3	1	2	33	0	1	0	1	0	2.4	61	25	http://content8.flixster.com/movie/10/83/96/10839682_det.jpg
4597	Gleaming the Cube	0097438	Al filo del abismo	http://ia.media-imdb.com/images/M/MV5BMTEwNjczMDIwMjZeQTJeQWpwZ15BbWU3MDgxNzE5MjE@._V1._SY314_CR3,0,214,314_.jpg	1989	gleaming_the_cube	4.2	8	2	6	25	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/25/83/258325_det.jpg
